,PRVDR_NUM,FY_END_DT,HMO,TOT_HOSP,LAB_DEL_DAYS,TOT_HOSP,MED_UTIL,SSI_PER,CST_TO_CHG,MED_CHG,MED_CST,CHAR_CHG,CHAR_CST,TOT_UNR_UNC,URBAN_RURAL,STATES,DSH_PAT_PER
0,441314,12/31/2020,0.0,0.0,0.0,444.0,0.0,0.0,0.361058,1064927.0,384500.0,11202.0,4045.0,4045.0,2.0,Tennessee,0.0
1,420073,01/31/2021,4853.0,1703.0,13.0,51011.0,0.12877614632138165,0.05,0.179522,101626841.0,18244254.0,42906543.0,13746319.0,20846802.0,1.0,South Carolina,0.17877614632138167
2,353026,12/31/2020,0.0,0.0,0.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,North Dakota,0.0
3,111314,12/31/2020,0.0,1.0,0.0,588.0,0.0017006802721088435,0.0,0.657886,1573363.0,1035093.0,0.0,0.0,741311.0,2.0,Georgia,0.0017006802721088435
4,341317,12/31/2020,0.0,12.0,0.0,414.0,0.028985507246376812,0.0,0.421393,1874083.0,789725.0,24732.0,23850.0,870990.0,1.0,North Carolina,0.028985507246376812
5,511320,12/31/2020,10.0,3.0,0.0,952.0,0.01365546218487395,0.0,0.505269,4144931.0,2094305.0,260342.0,0.0,597978.0,1.0,West Virginia,0.01365546218487395
6,520011,12/31/2020,274.0,25.0,0.0,1618.0,0.18479604449938195,0.0451,0.414683,12510167.0,5187754.0,160469.0,66544.0,2394428.0,2.0,Wisconsin,0.22989604449938195
7,520037,12/31/2020,1984.0,1286.0,0.0,17238.0,0.1896971806474069,0.0463,0.379718,58987228.0,22398512.0,1065546.0,404607.0,7589504.0,2.0,Wisconsin,0.2359971806474069
8,30147,12/31/2020,0.0,188.0,15.0,1170.0,0.1735042735042735,0.01,0.278426,5233404.0,1457116.0,291338.0,85093.0,1234627.0,1.0,Arizona,0.1835042735042735
9,521328,12/31/2020,2.0,3.0,0.0,330.0,0.015151515151515152,0.0,0.548677,2254374.0,1236923.0,29465.0,29465.0,461562.0,2.0,Wisconsin,0.015151515151515152
10,200021,12/31/2020,0.0,952.0,0.0,5757.0,0.1653639048115338,0.0488,0.403813,9272666.0,3744423.0,348588.0,183318.0,3678845.0,1.0,Maine,0.2141639048115338
11,340141,01/31/2021,2494.0,11713.0,382.0,68179.0,0.21398084454157437,0.0637,0.23731,144283620.0,34239946.0,24555033.0,6769412.0,16305028.0,2.0,North Carolina,0.2776808445415744
12,150045,12/31/2020,185.0,17.0,0.0,1230.0,0.16422764227642275,0.0481,0.229397,6791838.0,1558027.0,1206883.0,302411.0,1668909.0,2.0,Indiana,0.21232764227642276
13,230118,01/29/2021,216.0,16.0,0.0,1542.0,0.1504539559014267,0.0268,0.436147,4732678.0,2064143.0,41574.0,36794.0,761222.0,2.0,Michigan,0.1772539559014267
