,PRVDR_NUM,FY_END_DT,HMO,TOT_HOSP,LAB_DEL_DAYS,TOT_HOSP,MED_UTIL,SSI_PER,CST_TO_CHG,MED_CHG,MED_CST,CHAR_CHG,CHAR_CST,TOT_UNR_UNC,URBAN_RURAL,STATES,DSH_PAT_PER
0,10005,09/30/2011,0.0,4591.0,219.0,19641.0,0.2448958810651189,0.128,0.282971,30633130.0,8668287.0,5240855.0,1312622.0,1439490.0,2.0,Alabama,0.3728958810651189
1,511318,12/31/2011,0.0,73.0,0.0,2153.0,0.03390617742684626,0.0,0.474112,4776310.0,2264506.0,148899.0,70595.0,1927405.0,1.0,West Virginia,0.03390617742684626
2,511306,09/30/2011,0.0,160.0,0.0,3209.0,0.04985976939856653,0.0,0.515345,4594808.0,2367911.0,1671618.0,861460.0,2205377.0,2.0,West Virginia,0.04985976939856653
3,271326,12/31/2011,0.0,10.0,0.0,1196.0,0.008361204013377926,0.0,1.061421,262576.0,278704.0,200205.0,204811.0,827330.0,2.0,Montana,0.008361204013377926
4,72003,09/30/2011,0.0,5896.0,0.0,40670.0,0.1449717236292107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Connecticut,0.1449717236292107
5,10052,12/31/2011,0.0,299.0,0.0,2681.0,0.11152555016784782,0.1573,0.641784,1141082.0,732328.0,0.0,0.0,1911488.0,1.0,Alabama,0.2688255501678478
6,13025,12/31/2011,241.0,230.0,0.0,32378.0,0.014546914571622707,0.0,0.452421,0.0,0.0,0.0,0.0,-8796.0,1.0,Alabama,0.014546914571622707
7,103037,12/31/2011,271.0,699.0,0.0,16961.0,0.057190024173103,0.0,0.663245,0.0,0.0,0.0,0.0,-14956.0,1.0,Florida,0.057190024173103
8,103042,12/31/2011,147.0,214.0,0.0,21892.0,0.016490042024483828,0.0,0.521291,0.0,0.0,0.0,0.0,-9774.0,1.0,Florida,0.016490042024483828
9,141990,12/31/2011,0.0,0.0,0.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Illinois,0.0
10,143028,12/31/2011,172.0,865.0,0.0,16050.0,0.06461059190031153,0.0,0.517716,0.0,0.0,0.0,0.0,-13182.0,1.0,Illinois,0.06461059190031153
11,313029,12/31/2011,108.0,256.0,0.0,29935.0,0.012159679305161182,0.0,0.566644,0.0,0.0,0.0,0.0,-19939.0,1.0,New Jersey,0.012159679305161182
12,440150,12/31/2011,5108.0,5139.0,56.0,42250.0,0.24385798816568047,0.0664,0.169856,59265033.0,10066521.0,2799787.0,469830.0,3060089.0,1.0,Tennessee,0.31025798816568045
